date,time,de,le,pc,qd,fc,la,lo,cn,ff,jf,sp,su,ty
01-06-2020,1200,Calea Barladului,4.32473,17933,-,1,46.61068894736841,26.956493157894737,0.7,90.0,0.09661,89.0,89.0,TR
01-06-2020,1200,Strada Chimiei,7.03889,17934,-,1,46.55581563636365,26.967096727272725,0.95,76.0,6.9989,27.78,27.78,TR
01-06-2020,1200,DN2 Sud,5.61133,17935,-,1,46.50628846153847,26.953870769230768,0.74,79.7,0.56459,74.53,74.53,TR
01-06-2020,1200,DN11,7.38092,17936,-,1,46.519390196078426,26.894296862745094,0.71,71.8,0.04679,71.41,71.41,TR
01-06-2020,1200,Strada Alexandru Cel Bun,0.02029,17954,+,3,46.56469,26.916915,0.77,37.0,0.26225,35.88,35.88,TR
01-06-2020,1200,Strada Miron Costin,0.07833,17953,+,3,46.564546666666665,26.917469999999998,0.77,31.8,0.92161,28.43,28.43,TR
01-06-2020,1200,Strada Florilor,0.03552,17952,+,3,46.56437,26.91822,0.76,27.0,1.7835,21.46,21.46,TR
01-06-2020,1200,Strada Nufarului,0.23234,17951,+,3,46.56391300000001,26.920074999999997,0.78,43.2,3.25485,24.03,24.03,TR
01-06-2020,1200,Strada Milcov,0.16656,17950,+,3,46.56327047619048,26.922634285714285,0.81,33.4,2.06881,22.45,22.45,TR
01-06-2020,1200,Bulevardul Alexandru Cel Bun,0.02981,17948,+,3,46.56318,26.92286125,0.84,29.0,0.3292,27.9,27.9,TR
01-06-2020,1200,Strada Viorelelor,0.42867,17947,+,3,46.56163560000001,26.92334,0.82,48.8,2.70748,30.61,30.61,TR
01-06-2020,1200,Strada Mircea Eliade,0.16507,17946,+,3,46.55883666666667,26.92399416666667,0.9,50.0,2.66285,31.69,31.69,TR
01-06-2020,1200,Strada Stadionului,0.10902,17945,+,3,46.55719666666666,26.924108333333333,0.9,49.5,3.48096,26.68,26.68,TR
01-06-2020,1200,Strada Izvoare,0.17251,17944,+,3,46.55585818181819,26.924044545454546,0.84,42.6,1.84017,30.58,30.58,TR
01-06-2020,1200,Strada Alecu Russo,1.03321,17943,+,3,46.55075475409835,26.921451311475405,0.78,47.2,1.2161,40.6,40.6,TR
01-06-2020,1200,DN2,0.27439,17942,+,3,46.54739000000001,26.915894444444444,0.7,35.6,2.10063,24.0,24.0,TR
01-06-2020,1200,Strada Garofi\u021bei,0.12737,17941,+,3,46.547119,26.914121,0.7,37.0,2.58519,23.0,23.0,TR
01-06-2020,1200,Strada Garofi\u021bei,0.0167,17941,-,3,46.54691,26.913285000000002,0.73,33.0,3.15211,18.04,18.04,TR
01-06-2020,1200,DN2,0.10772,17942,-,3,46.54705,26.91436375,0.73,29.7,3.05311,16.27,16.27,TR
01-06-2020,1200,Strada Alecu Russo,0.35718,17943,-,3,46.54742727272728,26.91638863636364,0.78,39.8,1.65848,29.21,29.21,TR
01-06-2020,1200,Strada Izvoare,1.03099,17944,-,3,46.55195465753425,26.92222794520548,0.76,45.1,3.01549,26.46,26.46,TR
01-06-2020,1200,Strada Stadionului,0.13007,17945,-,3,46.556233999999996,26.924113999999996,0.95,41.2,5.929,15.67,15.67,TR
01-06-2020,1200,Strada Mircea Eliade,0.10902,17946,-,3,46.55719666666666,26.924108333333333,0.91,49.6,5.99217,19.34,19.34,TR
01-06-2020,1200,Strada Viorelelor,0.16507,17947,-,3,46.55883666666666,26.92399416666667,0.91,50.0,3.44248,27.21,27.21,TR
01-06-2020,1200,Bulevardul Alexandru Cel Bun,0.49007,17948,-,3,46.56234931818182,26.923197727272726,0.92,46.1,0.2323,44.87,44.87,TR
01-06-2020,1200,Strada Milcov,0.04466,17950,-,3,46.56333071428571,26.92297857142857,0.87,30.0,0.93144,26.79,26.79,TR
01-06-2020,1200,Strada Nufarului,0.12001,17951,-,3,46.56342375,26.922116249999995,0.8,31.8,3.07698,17.55,17.55,TR
01-06-2020,1200,Strada Florilor,0.23234,17952,-,3,46.56391300000001,26.920075000000004,0.84,43.2,3.3507,23.55,23.55,TR
01-06-2020,1200,Strada Miron Costin,0.0685,17953,-,3,46.56440166666666,26.91807833333333,0.88,20.0,3.74057,8.4,8.4,TR
01-06-2020,1200,Strada Alexandru Cel Bun,0.06564,17954,-,3,46.564621666666675,26.917176666666666,0.88,37.7,3.14159,5.96,5.96,TR
01-06-2020,1200,Strada Mioritei,0.0163,17966,+,2,46.573544999999996,26.91559,0.85,30.0,0.0,38.16,38.16,TR
01-06-2020,1200,Strada Enea Nicu,0.06674,17965,+,2,46.57340333333334,26.916125000000005,0.85,36.4,0.0,38.32,38.32,TR
01-06-2020,1200,Strada Vantului,0.08918,17964,+,2,46.57313166666666,26.91713833333333,0.75,42.9,3.16013,24.31,24.31,TR
01-06-2020,1200,DN2,0.37884,17963,+,1,46.57217297872341,26.920500851063828,0.79,41.2,3.78635,20.26,20.26,TR
01-06-2020,1200,DN2,0.04885,17961,+,1,46.571670000000005,26.9213625,0.93,34.0,2.18764,22.45,22.45,TR
01-06-2020,1200,Strada Cronicat Neculce,0.27364,17960,+,3,46.57019722222223,26.92143277777778,0.85,46.4,0.99879,41.07,41.07,TR
01-06-2020,1200,Strada Ana Ipatescu,0.11067,17959,+,3,46.56856181818182,26.921669999999995,0.83,49.5,0.87638,44.51,44.51,TR
01-06-2020,1200,Strada Ecoului,0.20624,17958,+,3,46.56757384615385,26.92200538461539,0.84,50.0,0.0,50.0,53.97,TR
01-06-2020,1200,Strada Livezilor,0.15609,17957,+,3,46.5656925,26.922774999999998,0.85,50.0,0.0,50.0,55.03,TR
01-06-2020,1200,Bulevardul Alexandru Cel Bun,0.22963,17956,+,3,46.56380121212122,26.923025454545453,0.84,36.6,0.0,36.8,40.01,TR
01-06-2020,1200,Bulevardul Alexandru Cel Bun,0.0435,17956,-,3,46.56326384615385,26.92308692307692,0.92,30.0,3.25072,15.78,15.78,TR
01-06-2020,1200,Strada Livezilor,0.18192,17957,-,3,46.56420789473684,26.923151578947365,0.9,30.7,0.0,31.96,31.96,TR
01-06-2020,1200,Strada Ecoului,0.15609,17958,-,3,46.5656925,26.922775,0.9,50.0,0.04099,49.76,49.76,TR
01-06-2020,1200,Strada Ana Ipatescu,0.20624,17959,-,3,46.56757384615385,26.92200538461539,0.92,50.0,1.62149,40.68,40.68,TR
01-06-2020,1200,Strada Cronicat Neculce,0.11067,17960,-,3,46.56856181818182,26.921670000000002,0.87,50.0,1.69999,40.23,40.23,TR
01-06-2020,1200,DN2,0.32808,17961,-,1,46.57085968750002,26.9215171875,0.88,44.9,3.05314,26.14,26.14,TR
01-06-2020,1200,DN2,0.05443,17963,-,1,46.57171142857142,26.92162571428571,0.96,36.5,2.76161,21.91,21.91,TR
01-06-2020,1200,Strada Vantului,0.32999,17964,-,2,46.57243258064516,26.92005612903226,0.88,43.6,0.93963,38.89,38.89,TR
01-06-2020,1200,Strada Enea Nicu,0.08918,17965,-,2,46.57313166666666,26.917138333333337,0.86,41.4,0.0,43.37,43.37,TR
01-06-2020,1200,Strada Mioritei,0.08304,17966,-,2,46.57343875000001,26.915991250000005,0.9,33.5,3.14159,13.98,13.98,TR
01-06-2020,1200,Strada Constantin Ene,0.03738,17991,+,3,46.56104,26.900375,0.9,50.0,2.7882,30.97,30.97,TR
01-06-2020,1200,Aleea Parcului,0.03333,17990,+,3,46.561305000000004,26.90012,0.9,50.0,0.0,50.0,54.22,TR
01-06-2020,1200,Pasaj Rutier Oituz \u0218tefan Gusa,0.25032,17989,+,3,46.562200000000004,26.899244,0.87,36.0,0.0,36.0,42.4,TR
01-06-2020,1200,Strada Mihai Eminescu,0.28761,17988,+,3,46.564399166666675,26.897031666666663,0.78,42.8,0.0,43.1,44.57,TR
01-06-2020,1200,Strada Avram Iancu,0.13839,17987,+,3,46.565934999999996,26.895525,0.9,41.0,0.0,42.89,42.89,TR
01-06-2020,1200,Strada Erou Hasan Marius Costel,0.10348,17986,+,3,46.56675666666666,26.894785,0.9,42.9,0.0,43.53,43.53,TR
01-06-2020,1200,Strada Maramures,0.08484,17985,+,3,46.567657499999996,26.893995,0.9,43.0,0.0,43.92,43.92,TR
01-06-2020,1200,Strada Mioritei,0.15551,17984,+,3,46.568538000000004,26.893326000000002,0.92,40.6,0.0,44.07,44.07,TR
01-06-2020,1200,Strada Grigore Alexandrescu,0.09782,17983,+,4,46.569598,26.892646000000003,0.91,39.0,0.0,41.21,41.21,TR
01-06-2020,1200,DN2G,0.17161,17982,+,4,46.57093285714286,26.892607142857145,0.88,39.4,1.50745,29.57,29.57,TR
01-06-2020,1200,Strada Alexei Tolstoi,0.05893,17995,+,3,46.552855,26.90784,0.81,34.0,1.31433,25.86,25.86,TR
01-06-2020,1200,Strada Spiru Haret,0.16034,17994,+,3,46.554052,26.906958000000003,0.81,39.0,1.11716,30.99,30.99,TR
01-06-2020,1200,Strada Garii,0.88582,17993,+,3,46.55686485714286,26.90398285714286,0.82,49.0,0.0,50.0,53.56,TR
01-06-2020,1200,DN2G,0.01538,17982,-,4,46.57143,26.892809999999997,0.7,41.0,1.06044,36.0,36.0,TR
01-06-2020,1200,Strada Grigore Alexandrescu,0.15622,17983,-,4,46.57085000000001,26.892573333333335,0.76,37.8,1.61526,27.78,27.78,TR
01-06-2020,1200,Strada Mioritei,0.09782,17984,-,4,46.569598,26.892645999999996,0.78,35.7,1.58094,26.21,26.21,TR
01-06-2020,1200,Strada Maramures,0.15551,17985,-,3,46.568538000000004,26.893325999999995,0.87,40.2,0.0,41.82,41.82,TR
01-06-2020,1200,Strada Erou Hasan Marius Costel,0.08484,17986,-,3,46.5676575,26.893995,0.87,44.0,0.0,44.88,44.88,TR
01-06-2020,1200,Strada Avram Iancu,0.10348,17987,-,3,46.56675666666667,26.894785,0.87,43.2,0.29931,41.71,41.71,TR
01-06-2020,1200,Strada Mihai Eminescu,0.13839,17988,-,3,46.565934999999996,26.895525,0.87,40.0,1.1971,31.49,31.49,TR
01-06-2020,1200,Pasaj Rutier Oituz \u0218tefan Gusa,0.43302,17989,-,3,46.563983125000014,26.897450625000005,0.85,37.1,0.0,37.6,37.78,TR
01-06-2020,1200,Aleea Parcului,0.10491,17990,-,3,46.56184333333334,26.89960166666667,0.78,50.0,0.0,50.0,56.07,TR
01-06-2020,1200,Strada Constantin Ene,0.07071,17991,-,3,46.561172500000005,26.9002475,0.79,50.0,0.0,50.0,53.9,TR
01-06-2020,1200,Strada Garii,0.06211,17980,+,3,46.5692825,26.8932125,0.86,37.0,1.46559,27.76,27.76,TR
01-06-2020,1200,DN2G,0.23384,17979,+,3,46.56995538461539,26.895015384615387,0.84,33.0,3.02728,18.51,18.51,TR
01-06-2020,1200,Strada Nordului,0.18715,17978,+,3,46.571132666666664,26.896200000000007,0.8,35.4,3.44491,18.38,18.38,TR
01-06-2020,1200,Strada Tipografilor,0.16954,17977,+,3,46.57203846153846,26.89827,0.71,43.1,4.53956,19.23,19.23,TR
01-06-2020,1200,Strada Ion Luca,0.15686,17976,+,3,46.57278307692307,26.900103846153847,0.73,42.3,3.14159,15.38,15.38,TR
01-06-2020,1200,Prelungirea Bradului,0.12418,17975,+,3,46.573777,26.901193999999997,0.8,42.9,0.0,43.89,43.89,TR
01-06-2020,1200,Strada Ardealului,0.17089,17974,+,3,46.574642307692294,26.90223923076923,0.8,46.2,0.0,46.22,46.22,TR
01-06-2020,1200,Strada Martir Horia,0.21824,17973,+,3,46.575477272727284,26.904679090909088,0.81,46.6,0.0,50.0,50.17,TR
01-06-2020,1200,Strada Buciumului,0.19998,17972,+,3,46.57544428571428,26.907245,0.8,39.7,0.0,43.6,43.6,TR
01-06-2020,1200,Strada Prieteniei,0.11414,17971,+,3,46.5750925,26.9089325,0.85,39.8,0.99421,35.25,35.25,TR
01-06-2020,1200,Strada Tautu Logofat,0.08299,17970,+,3,46.57473,26.910497142857146,0.83,44.3,3.0637,25.69,25.69,TR
01-06-2020,1200,Strada 22 Decembrie,0.27506,17969,+,3,46.57422875,26.91272125,0.78,40.8,3.14159,17.61,17.61,TR
01-06-2020,1200,DN15,0.09244,17968,+,3,46.57369166666667,26.915031666666668,0.78,27.0,3.07004,14.47,14.47,TR
01-06-2020,1200,DN15,0.01742,17968,-,3,46.5736,26.915385,0.86,33.0,0.82083,26.88,26.88,TR
01-06-2020,1200,Strada 22 Decembrie,0.07501,17969,-,3,46.5737375,26.914855,0.87,36.2,0.00444,36.18,36.18,TR
01-06-2020,1200,Strada Tautu Logofat,0.27506,17970,-,3,46.574228749999996,26.912721249999997,0.89,42.0,3.64356,21.4,21.4,TR
01-06-2020,1200,Strada Prieteniei,0.08299,17971,-,3,46.57473,26.910497142857142,0.85,43.0,3.72861,21.56,21.56,TR
01-06-2020,1200,Strada Buciumului,0.14099,17972,-,3,46.57515875,26.908655000000003,0.85,36.5,2.37513,23.53,23.53,TR
01-06-2020,1200,Strada Martir Horia,0.17314,17973,-,3,46.575532,26.906792000000003,0.86,42.7,1.68375,31.43,31.43,TR
01-06-2020,1200,Strada Ardealului,0.21824,17974,-,3,46.57547727272727,26.904679090909095,0.85,45.6,1.8747,35.77,35.77,TR
01-06-2020,1200,Prelungirea Bradului,0.17089,17975,-,3,46.5746423076923,26.90223923076923,0.86,43.9,3.11714,25.16,25.16,TR
01-06-2020,1200,Strada Ion Luca,0.12418,17976,-,3,46.573777,26.901193999999997,0.9,41.8,3.14159,15.98,15.98,TR
01-06-2020,1200,Strada Tipografilor,0.18403,17977,-,3,46.57266647058823,26.89986647058823,0.89,43.3,3.46764,23.03,23.03,TR
01-06-2020,1200,Strada Nordului,0.14237,17978,-,3,46.57192777777778,26.897903333333332,0.84,43.4,3.27347,24.06,24.06,TR
01-06-2020,1200,DN2G,0.23751,17979,-,3,46.57089608695653,26.895915652173915,0.91,34.8,2.34449,22.42,22.42,TR
01-06-2020,1200,Strada Garii,0.24558,17980,-,3,46.56964999999999,26.894418095238102,0.83,37.1,0.0,40.17,40.17,TR
01-06-2020,1200,Strada Garii,0.05046,17993,-,3,46.56071,26.90069,0.81,50.0,0.0,50.0,53.35,TR
01-06-2020,1200,Strada Spiru Haret,0.83536,17994,-,3,46.55663181818182,26.90418242424242,0.85,49.4,0.0,50.0,54.89,TR
01-06-2020,1200,Strada Alexei Tolstoi,0.21927,17995,-,3,46.55371,26.907209999999996,0.92,35.2,2.83752,20.71,20.71,TR
01-06-2020,1200,Strada Erou Ciprian Pintea,0.00699,18010,+,3,46.555825,26.911675,0.87,41.0,1.81143,29.46,29.46,TR
01-06-2020,1200,Strada Alexei Tolstoi,0.12359,18009,+,3,46.55569266666667,26.910681333333333,0.87,33.5,1.45637,24.89,24.89,TR
01-06-2020,1200,Strada Constantin Ene,0.29554,18008,+,3,46.555204999999994,26.908991666666665,0.89,38.5,1.366,29.45,29.45,TR
01-06-2020,1200,Strada Bicaz,0.10467,18001,+,3,46.55214900000001,26.907341000000002,0.83,25.4,2.71513,14.47,14.47,TR
01-06-2020,1200,Strada Bucegi,0.19078,18000,+,3,46.55106375000001,26.907183749999998,0.7,36.4,1.29001,28.0,28.0,TR
01-06-2020,1200,Strada 13 Septembrie,0.20976,17999,+,3,46.54926888888889,26.906593333333333,0.7,44.8,0.34937,43.0,43.0,TR
01-06-2020,1200,Strada Alexandru Lapusneanu,0.12154,17998,+,3,46.548201428571424,26.905631428571432,0.7,37.1,0.96097,30.0,30.0,TR
01-06-2020,1200,DN11,0.68268,17997,+,3,46.545971481481494,26.90271407407408,0.74,31.1,1.11676,24.11,24.11,TR
01-06-2020,1200,Strada Erou Ciprian Pintea,0.13058,18010,-,3,46.55570823529413,26.910798235294113,0.8,24.6,2.32296,15.03,15.03,TR
01-06-2020,1200,DN11,0.07046,17997,-,3,46.542995000000005,26.901635,0.7,44.0,1.58102,36.0,36.0,TR
01-06-2020,1200,Strada Alexandru Lapusneanu,0.61222,17998,-,3,46.546209600000005,26.902800399999997,0.71,35.6,1.33626,27.13,27.13,TR
01-06-2020,1200,Strada 13 Septembrie,0.12154,17999,-,3,46.548201428571424,26.905631428571432,0.71,33.3,0.0,31.59,31.59,TR
01-06-2020,1200,Strada Bucegi,0.20976,18000,-,3,46.549268888888896,26.90659333333333,0.71,43.0,0.24036,41.81,41.81,TR
01-06-2020,1200,Strada Bicaz,0.20969,18001,-,3,46.55145,26.907318571428565,0.71,35.0,1.16966,27.29,27.29,TR
01-06-2020,1200,Strada Garofi\u021bei,0.06325,18002,-,3,46.55229222222223,26.907621111111112,0.71,28.1,1.19229,21.25,21.25,TR
01-06-2020,1200,Strada Constantin Ene,0.05571,18003,-,3,46.552815,26.908009999999997,0.7,31.0,2.80504,18.0,18.0,TR
01-06-2020,1200,Strada Violetelor,0.1368,18004,-,3,46.55359,26.908569999999997,0.83,36.0,0.66742,30.24,30.24,TR
01-06-2020,1200,Strada Carpa\u021bi,0.13716,18005,-,3,46.55465333333333,26.909345000000002,0.83,36.8,1.67204,26.72,26.72,TR
01-06-2020,1200,Strada Spiru Haret,0.04244,18006,-,3,46.55542333333333,26.909941666666665,0.87,34.2,1.80175,24.11,24.11,TR
01-06-2020,1200,Strada Alecu Russo,0.043,18021,+,3,46.54465999999999,26.91832,0.7,33.0,0.0,30.0,30.0,TR
01-06-2020,1200,Strada Letea,0.07735,18020,+,3,46.54434,26.91751,0.7,30.8,0.22586,27.0,27.0,TR
01-06-2020,1200,Strada Garofi\u021bei,0.09566,18019,+,3,46.54403625,26.9167225,0.81,29.5,0.0,30.38,30.38,TR
01-06-2020,1200,Strada Garofi\u021bei,0.03603,18019,-,3,46.543875,26.91632,0.72,31.0,0.25693,27.08,27.08,TR
01-06-2020,1200,Strada Letea,0.05963,18020,-,3,46.544090000000004,26.91685666666667,0.72,30.3,0.97798,23.89,23.89,TR
01-06-2020,1200,Strada Alecu Russo,0.12036,18021,-,3,46.54444666666666,26.917780000000004,0.73,32.0,1.73252,22.62,22.62,TR
01-06-2020,1200,Strada Alexei Tolstoi,0.02848,18012,-,3,46.55247,26.907915,0.83,32.0,8.90342,3.9,3.9,TR
01-06-2020,1200,Strada Carpa\u021bi,0.57186,18013,-,3,46.550339375,26.90995,0.74,48.3,2.787,29.82,29.82,TR
01-06-2020,1200,Strada Milcov,0.15522,18014,-,3,46.54750571428572,26.912667142857146,0.74,45.4,3.26204,25.37,25.37,TR
01-06-2020,1200,DN2,0.34608,18015,-,3,46.545657500000004,26.91433333333333,0.71,47.0,0.97373,41.74,41.74,TR
01-06-2020,1200,Strada Orizontului,0.06583,18017,-,3,46.544039999999995,26.915889999999997,0.71,41.0,1.4411,31.21,31.21,TR
01-06-2020,1200,Strada Letea,0.10208,18016,-,4,46.54338166666667,26.916681666666666,0.7,38.6,1.48682,29.0,29.0,TR
01-06-2020,1200,Strada Letea,0.01627,18016,+,4,46.543175000000005,26.91696,0.78,30.0,0.0,27.0,27.0,TR
01-06-2020,1200,Strada Orizontului,0.08581,18017,+,4,46.543485000000004,26.9165425,0.78,31.0,0.33574,26.8,26.8,TR
01-06-2020,1200,DN2,0.06583,18015,+,3,46.544039999999995,26.915889999999997,0.85,35.0,0.28172,30.87,30.87,TR
01-06-2020,1200,Strada Milcov,0.34608,18014,+,3,46.545657500000004,26.91433333333333,0.89,44.1,0.0,44.7,44.7,TR
01-06-2020,1200,Strada Carpa\u021bi,0.2057,18013,+,3,46.547754,26.912450999999997,0.91,44.3,2.73323,27.38,27.38,TR
01-06-2020,1200,Strada Alexei Tolstoi,0.54986,18012,+,3,46.55102466666667,26.909279333333334,0.88,46.2,1.46568,38.41,38.41,TR
01-06-2020,1200,Strada Milcov,0.11729,18024,+,3,46.54740428571428,26.917351428571433,0.7,39.2,0.93167,35.0,35.0,TR
01-06-2020,1200,Strada Orizontului,0.2362,18023,+,3,46.54569625,26.918068749999996,0.7,43.1,0.82719,39.0,39.0,TR
01-06-2020,1200,Strada Orizontului,0.01776,18023,-,3,46.544835,26.91852,0.73,35.0,1.22208,27.08,27.08,TR
01-06-2020,1200,Strada Milcov,0.33572,18024,-,3,46.546748461538456,26.917613076923075,0.72,43.7,1.7166,35.07,35.07,TR
01-06-2020,1200,Strada Cornisa Bistri\u021bei,0.01549,18046,+,3,46.55596,26.91313,0.76,28.0,8.22269,6.06,6.06,TR
01-06-2020,1200,Strada Pictor Theodor Aman,0.01473,18045,+,3,46.55594,26.912934999999997,0.75,29.0,3.14159,4.09,4.09,TR
01-06-2020,1200,DN2,0.08662,18044,+,3,46.555880000000016,26.912246,0.76,25.6,3.14159,9.78,9.78,TR
01-06-2020,1200,Strada \xcenfratirii,0.02973,18039,+,3,46.533114999999995,26.93072,0.87,29.0,0.0,27.4,27.4,TR
01-06-2020,1200,Strada Plopilor,0.05003,18038,+,3,46.53342333333333,26.930373333333332,0.87,33.0,1.98658,22.46,22.46,TR
01-06-2020,1200,Strada Cerbului,0.07313,18037,+,3,46.53388333333333,26.930143333333334,0.93,41.0,1.18866,35.4,35.4,TR
01-06-2020,1200,Strada Ciprian Porumbescu,0.16164,18036,+,3,46.53497125,26.930506249999997,0.93,46.0,0.11459,45.39,45.39,TR
01-06-2020,1200,Strada Toporasi,0.14213,18035,+,3,46.535995,26.930491250000003,0.93,48.8,0.38708,46.63,46.63,TR
01-06-2020,1200,Strada Veronica Micle,0.19573,18034,+,3,46.53757363636363,26.930270909090908,0.93,49.5,0.32166,47.67,47.67,TR
01-06-2020,1200,Strada Izvoare,0.14654,18033,+,3,46.53923666666666,26.930442222222226,0.9,47.7,0.85622,43.0,43.0,TR
01-06-2020,1200,Strada Izvoare,0.07243,18033,-,3,46.53964,26.9305925,0.78,44.0,0.0,44.02,44.02,TR
01-06-2020,1200,Strada Veronica Micle,0.07411,18034,-,3,46.53891399999999,26.930322,0.78,46.0,0.31987,44.31,44.31,TR
01-06-2020,1200,Strada Toporasi,0.19573,18035,-,3,46.53757363636364,26.930270909090908,0.78,47.5,0.50808,44.72,44.72,TR
01-06-2020,1200,Strada Ciprian Porumbescu,0.14213,18036,-,3,46.535995,26.930491250000003,0.78,46.8,0.47538,44.24,44.24,TR
01-06-2020,1200,Strada Cerbului,0.16164,18037,-,3,46.53497125,26.93050625,0.78,45.0,0.60951,41.85,41.85,TR
01-06-2020,1200,Strada Plopilor,0.07313,18038,-,3,46.53388333333334,26.93014333333333,0.78,40.0,1.76428,28.88,28.88,TR
01-06-2020,1200,Strada \xcenfratirii,0.07976,18039,-,3,46.5333,26.930512,0.78,28.4,3.14159,10.18,10.18,TR
01-06-2020,1200,Strada \xcenfra\u021birii,0.12343,18031,+,3,46.540445,26.930691666666664,0.91,46.0,1.32917,38.97,38.97,TR
01-06-2020,1200,Strada Salcamilor,0.12645,18030,+,3,46.5416225,26.9305725,0.86,34.5,0.0,40.51,40.51,TR
01-06-2020,1200,Strada Rozelor,0.43727,18029,+,3,46.54439391304348,26.930145217391303,0.85,47.5,0.0,50.0,50.87,TR
01-06-2020,1200,Strada Vasile Lupu,0.36956,18028,+,3,46.54749619047618,26.929775238095235,0.86,50.0,0.0,50.0,53.29,TR
01-06-2020,1200,Strada Pictor \u0218tefan Luchian,0.23025,18027,+,3,46.55020176470589,26.92803,0.88,50.0,0.0,50.0,50.69,TR
01-06-2020,1200,Strada Milcov,0.6076,18026,+,3,46.553765416666664,26.925177291666675,0.91,44.9,1.77204,35.75,35.75,TR
01-06-2020,1200,Strada Milcov,0.0631,18026,-,3,46.555466,26.924036,0.81,38.6,1.83756,27.44,27.44,TR
01-06-2020,1200,Strada Pictor \u0218tefan Luchian,0.54448,18027,-,3,46.55317388888889,26.925463055555543,0.79,48.6,0.0,50.0,56.82,TR
01-06-2020,1200,Strada Vasile Lupu,0.23025,18028,-,3,46.55020176470588,26.928030000000003,0.8,50.0,0.0,50.0,53.31,TR
01-06-2020,1200,Strada Rozelor,0.36956,18029,-,3,46.54749619047618,26.929775238095242,0.8,50.0,0.0,50.0,58.58,TR
01-06-2020,1200,Strada Salcamilor,0.43727,18030,-,3,46.54439391304347,26.930145217391303,0.77,49.6,0.0,50.0,53.94,TR
01-06-2020,1200,Strada \xcenfra\u021birii,0.24989,18031,-,3,46.540916,26.930643999999994,0.78,37.4,1.98555,25.86,25.86,TR
01-06-2020,1200,DN2,0.01322,18044,-,3,46.55584,26.911805,0.83,29.0,2.17076,18.76,18.76,TR
01-06-2020,1200,Strada Pictor Theodor Aman,0.07339,18045,-,3,46.55589,26.91235625,0.83,27.3,1.40843,19.88,19.88,TR
01-06-2020,1200,Strada Cornisa Bistri\u021bei,0.03023,18046,-,3,46.55595,26.9130325,0.82,30.0,0.0,27.89,27.89,TR
01-06-2020,1200,Strada Pictor Ion Andreescu,0.02755,18051,+,5,46.551784999999995,26.918234999999996,0.75,21.0,1.74952,13.77,13.77,TR
01-06-2020,1200,Aleea Eternita\u021bii,0.21876,18050,+,5,46.55252923076924,26.91813153846153,0.73,32.2,1.97087,21.9,21.9,TR
01-06-2020,1200,Strada Stadionului,0.18169,18049,+,5,46.55470999999999,26.91738625,0.7,33.1,1.86523,23.0,23.0,TR
01-06-2020,1200,Strada Erou Ciprian Pintea,0.31964,18048,+,3,46.55558457142857,26.914983428571432,0.74,38.4,3.70867,19.02,19.02,TR
01-06-2020,1200,Strada Erou Ciprian Pintea,0.08504,18048,-,3,46.555986,26.913835999999996,0.79,34.0,0.60713,28.63,28.63,TR
01-06-2020,1200,Strada Stadionului,0.23459,18049,-,3,46.555424,26.915442399999996,0.79,40.7,0.18409,39.84,39.84,TR
01-06-2020,1200,Aleea Eternita\u021bii,0.18169,18050,-,5,46.55471,26.917386249999996,0.73,37.2,2.24261,24.61,24.61,TR
01-06-2020,1200,Strada Pictor Ion Andreescu,0.24632,18051,-,5,46.55229421052633,26.918164210526317,0.7,35.2,1.77865,25.0,25.0,TR
01-06-2020,1200,Strada Milcov,0.01304,18057,+,3,46.55684,26.924039999999998,0.82,34.0,8.22436,7.99,7.99,TR
01-06-2020,1200,Strada Miron Costin,0.14428,18056,+,3,46.556618333333326,26.923054166666663,0.84,36.0,2.44301,22.89,22.89,TR
01-06-2020,1200,Aleea Ghioceilor,0.11747,18055,+,3,46.556290000000004,26.921575000000004,0.81,36.4,2.43107,23.22,23.22,TR
01-06-2020,1200,Strada Alecu Russo,0.13738,18054,+,3,46.55589625,26.91982,0.73,40.0,2.74443,24.38,24.38,TR
01-06-2020,1200,Strada Cornisa Bistri\u021bei,0.15899,18053,+,3,46.55544,26.917803636363637,0.73,41.2,1.86014,29.39,29.39,TR
01-06-2020,1200,Strada Cornisa Bistri\u021bei,0.03139,18053,-,3,46.55532,26.9172375,0.78,41.0,0.01915,40.91,40.91,TR
01-06-2020,1200,Strada Alecu Russo,0.1276,18054,-,3,46.55550857142857,26.918127142857145,0.78,40.5,0.05357,40.25,40.25,TR
01-06-2020,1200,Aleea Ghioceilor,0.13738,18055,-,3,46.55589625,26.919819999999994,0.71,38.2,3.06513,21.73,21.73,TR
01-06-2020,1200,Strada Miron Costin,0.11747,18056,-,3,46.556290000000004,26.921575,0.7,37.6,3.14523,21.0,21.0,TR
01-06-2020,1200,Strada Milcov,0.15733,18057,-,3,46.556650000000005,26.92319500000001,0.75,33.1,1.93291,22.74,22.74,TR
01-06-2020,1200,Pasaj Rutier Oituz \u0218tefan Gusa,0.02733,18060,+,3,46.56142181818182,26.895715454545453,0.88,38.3,0.0366,38.14,38.14,TR
01-06-2020,1200,DN11,0.93176,18059,+,1,46.55843081967213,26.889196065573763,0.91,46.7,0.0,47.6,47.71,TR
01-06-2020,1200,Strada Oituz,0.03079,18064,+,3,46.56314818181818,26.89938636363636,0.82,26.1,0.1251,25.72,25.72,TR
01-06-2020,1200,Strada Garii,0.06009,18063,+,3,46.562875,26.899061666666668,0.81,40.0,0.0,40.0,42.94,TR
